Year (N);ISO;Rank N;Score N;Score N without the exactions;Score N with the exactions;Score exactions;Rank N-1;Score N-1;Rank evolution;FR_country;EN_country;ES_country;AR_country;FA_country;Zone
2017;PAN;96;67,88;67,88;74,3;100;91;69,41;-5;Panama;Panama;Panamá;بنما;پاناما;Amériques
2017;TUN;97;67,78;67,78;69,83;78,03;96;68,4;-1;Tunisie;Tunisia;Túnez;تونس;تونس;MENA
2017;TLS;98;67,18;67,18;73,75;100;99;67,98;1;Timor oriental;East Timor;Timor Oriental;تيمور الشرقية;تیمور شرقی;Asie-Pacifique
2017;LBN;99;66,99;67,1;69,08;76,97;98;68,05;-1;Liban;Lebanon;Líbano;لبنان;لبنان;MENA
2017;NPL;100;66,98;66,98;70,81;86,14;105;67,38;5;Népal;Nepal;Nepal;نيبال;نپال;Asie-Pacifique
2017;GIN;101;66,85;70;66,85;54,25;108;66,92;7;Guinée;Guinea;Guinea;غينيا;گینه;Afrique
2017;UKR;102;66,81;71,12;66,81;49,57;107;67,07;5;Ukraine;Ukraine;Ucrania;أوكرانيا;اوکراين;EEAC
2017;BRA;103;66,42;72,75;66,42;41,08;104;67,38;1;Brésil;Brazil;Brasil;البرازيل;برزیل;Amériques
2017;KWT;104;66,39;68,22;66,39;59,06;103;67,41;-1;Koweït;Kuwait;Kuwait;الكويت;کویت;MENA
2017;ECU;105;66,36;66,36;66,65;67,81;109;66,79;4;Équateur;Ecuador;Ecuador;الإكوادور;اکواتور;Amériques
2017;MNE;106;66,35;66,35;73,08;100;106;67,21;0;Monténégro;Montenegro;Montenegro;الجبل الأسود;مونته‌نگرو;UE Balkans
2017;BOL;107;66,12;66,12;66,71;69,09;97;68,22;-10;Bolivie;Bolivia;Bolivia;بوليفيا;بلیوی;Amériques
2017;GAB;108;65,17;65,44;65,49;65,66;100;67,8;-8;Gabon;Gabon;República Gabonesa;الغابون;گابون;Afrique
2017;BGR;109;64,99;64,99;70,61;93,07;113;65,54;4;Bulgarie;Bulgaria;Bulgaria;بلغاريا;بلغارستان;UE Balkans
2017;PRY;110;64,36;65,47;65,72;66,68;111;66,37;1;Paraguay;Paraguay;Paraguay;باراغواي;پاراگوئه;Amériques
2017;MKD;111;64,26;64,26;67,02;78,03;118;63,91;7;Macédoine du Nord;North Macedonia;República de Macedonia del Norte;مقدونيا الشمالية;مقدونیه شمالی ;UE Balkans
2017;UGA;112;64,06;66,12;64,06;55,81;102;67,42;-10;Ouganda;Uganda;Uganda;أوغندا;اوگاندا;Afrique
2017;CAF;113;63,88;63,88;69,72;93,07;110;66,4;-3;République centrafricaine;Central African Republic;República Centroafricana;جمهورية أفريقيا الوسطى;جمهوری آفریقای مرکزی;Afrique
2017;ZMB;114;63,52;63,52;65,84;75,15;114;64,92;0;Zambie;Zambia;Zambia;زامبيا;زامبیا;Afrique
2017;COG;115;63,27;63,27;64,83;71,1;115;64,16;0;Congo;Congo;República del Congo;الكونغو;کنگو;Afrique
2017;MLI;116;61,73;61,73;64,78;76,97;122;60,17;6;Mali;Mali;Malí;مالي;مالی;Afrique
2017;MDV;117;60,7;60,7;63,01;72,27;112;65,83;-5;Maldives;Maldives;Maldivas;المالديف;مالدیو;Asie-Pacifique
2017;GTM;118;60,67;63,83;60,67;48,02;121;61,97;3;Guatemala;Guatemala;Guatemala;غواتيمالا;گواتمالا;Amériques
2017;ARE;119;60,61;62,63;60,61;52,55;119;63,27;0;Émirats arabes unis;United Arab Emirates;Emiratos Árabes Unidos;الإمارات العربية المتحدة;امارات متحده عربی;MENA
2017;AFG;120;60,54;67,71;60,54;31,88;120;62,25;0;Afghanistan;Afghanistan;Afganistán;أفغانستان;افغانستان;Asie-Pacifique
2017;TCD;121;60,34;60,34;66,08;89,01;127;59,41;6;Tchad;Chad;Chad;تشاد;چاد;Afrique
2017;NGA;122;60,31;60,31;61,14;64,45;116;64,1;-6;Nigeria;Nigeria;Nigeria;نيجيريا;نیجریه;Afrique
2017;QAT;123;60,17;60,17;65,94;89,01;117;64,03;-6;Qatar;Qatar;Catar;قطر;قطر;MENA
2017;IDN;124;60,07;60,71;61,35;63,89;130;58,28;6;Indonésie;Indonesia;Indonesia;أندونيسيا;اندونزی;Asie-Pacifique
2017;AGO;125;59,58;59,58;67,66;100;123;60,11;-2;Angola;Angola;Angola;أنغولا;آنگولا;Afrique
2017;OMN;126;59,54;59,91;60,5;62,86;125;59,57;-1;Oman;Oman;Omán;عمان;عمان;MENA
2017;PHL;127;58,92;58,92;67,14;100;138;55,34;11;Philippines;Philippines;Filipinas;الفلبين;فلیپین;Asie-Pacifique
2017;ZWE;128;58,56;58,59;59,17;61,5;124;59,59;-4;Zimbabwe;Zimbabwe;Zimbabue;زيمبابوي;زیمبابوه;Afrique
2017;COL;129;58,53;58,53;59;60,88;134;55,89;5;Colombie;Colombia;Colombia;كولومبيا;کلمبیا;Amériques
2017;CMR;130;58,41;58,41;60,55;69,09;126;59,47;-4;Cameroun;Cameroon;Camerún;الكاميرون;کامرون;Afrique
2017;MMR;131;58,18;58,18;62,65;80,54;143;54,52;12;Birmanie;Myanmar;Birmania;بورما;برمه;Asie-Pacifique
2017;KHM;132;57,93;57,93;66,34;100;128;59,3;-4;Cambodge;Cambodia;Camboya;كمبوديا;کامبوج;Asie-Pacifique
2017;MAR;133;57,58;57,58;59,79;68,65;131;57,36;-2;Maroc;Morocco;Marruecos;المغرب;مراکش;MENA
2017;DZA;134;57,17;57,63;58,99;64,45;129;58,31;-5;Algérie;Algeria;Argelia;الجزائر;الجزایر;MENA
2017;PSE;135;57,1;57,1;60,14;72,27;132;57,07;-3;Palestine;Palestine;Palestina;فلسطين;فلسطین;MENA
2017;IND;136;57,06;60,58;57,06;43;133;56,83;-3;Inde;India;India;الهند;هند;Asie-Pacifique
2017;VEN;137;57,06;57,66;57,06;54,67;139;55,23;2;Venezuela;Venezuela;Venezuela;فنزويلا;ونزوئلا;Amériques
2017;JOR;138;56,76;57,2;56,76;55;135;55,51;-3;Jordanie;Jordan;Jordania;الأردن;اردن;MENA
2017;PAK;139;56,45;58,61;56,45;47,8;147;51,48;8;Pakistan;Pakistan;Pakistán;باكستان;پاکستان;Asie-Pacifique
2017;HND;140;56,25;57,46;56,28;51,56;137;55,38;-3;Honduras;Honduras;Honduras;هندوراس;هندوراس;Amériques
2017;LKA;141;55,66;55,66;63,14;93,07;141;55,04;0;Sri Lanka;Sri Lanka;Sri Lanka;سري لانكا;سریلانکا;Asie-Pacifique
2017;THA;142;55,31;56,51;55,31;50,51;136;55,47;-6;Thaïlande;Thailand;Tailandia;تايلاند;تایلند;Asie-Pacifique
2017;GMB;143;53,3;53,3;53,55;54,57;145;53,47;2;Gambie;Gambia;Gambia;غامبيا;گامبیا;Afrique
2017;MYS;144;53,11;53,11;61,1;93,07;146;53,43;2;Malaisie;Malaysia;Malasia;ماليزيا;مالزی;Asie-Pacifique
2017;SSD;145;51,84;53,12;53,25;53,75;140;55,13;-5;Soudan du Sud;South Sudan;Sudán del Sur;جمهورية جنوب السودان;سودان جنوبی;Afrique
2017;BGD;146;51,64;52,81;51,64;46,97;144;54,06;-2;Bangladesh;Bangladesh;Bangladés;بنغلاديش;بنگلادش;Asie-Pacifique
2017;MEX;147;51,03;55,82;51,03;31,85;149;50,67;2;Mexique;Mexico;México;المكسيك;مکزیک;Amériques
2017;RUS;148;50,55;52,1;50,55;44,35;148;50,97;0;Russie;Russian Federation;Rusia;روسيا;روسیه;EEAC
2017;TJK;149;49,73;49,73;52,67;64,45;150;49,66;1;Tadjikistan;Tajikistan;Tayikistán;طاجيكستان;تاجیکستان;EEAC
2017;ETH;150;49,66;52,77;50,29;40,34;142;54,87;-8;Éthiopie;Ethiopia;Etiopía;أثيوبيا;اتیوپی;Afrique
2017;SGP;151;48,9;48,9;57,73;93,07;154;47,04;3;Singapour;Singapore;Singapur;سنغافورة;سنگاپور;Asie-Pacifique
2017;SWZ;152;48,73;48,73;58,98;100;153;47,63;1;Eswatini;Eswatini;Esuatini;إسواتيني;اسواتینی ;Afrique
2017;BLR;153;47,57;47,57;50,49;62,16;157;45,68;4;Bélarus;Belarus;Belarús;روسيا البيضاء;روسیه سفید;EEAC
2017;COD;154;47,33;47,33;47,68;49,06;152;49,03;-2;RD Congo;The Democratic Republic Of The Congo;RD Congo;جمهورية الكونغو الديمقراطية;جمهوری دمکراتیک کنگو;Afrique
2017;TUR;155;47,02;50,54;47,02;32,92;151;49,24;-4;Turquie;Turkey;Turquía;تركيا;ترکیه;EEAC
2017;BRN;156;46,28;48,52;58,82;100;155;46,15;-1;Brunei;Brunei Darussalam;Brunéi;بروناي;برونی;Asie-Pacifique
2017;KAZ;157;45,99;45,99;47,95;55,81;160;45,45;3;Kazakhstan;Kazakhstan;Kazajistán;كازاخستان;قزاقستان;EEAC
2017;IRQ;158;45,97;48,78;45,97;34,74;158;45,65;0;Irak;Iraq;Irak;العراق;عراق;MENA
2017;RWA;159;45,89;45,89;55,33;93,07;161;45,39;2;Rwanda;Rwanda;Ruanda;رواندا;روندا;Afrique
2017;BDI;160;44,22;44,22;47,26;59,4;156;45,9;-4;Burundi;Burundi;Burundi;بوروندي;بروندی;Afrique
2017;EGY;161;44,22;47,29;44,22;31,93;159;45,55;-2;Égypte;Egypt;Egipto;مصر;مصر;MENA
2017;AZE;162;43,6;44,77;43,6;38,93;163;42,11;1;Azerbaïdjan;Azerbaijan;Azerbaiyán;أذربيجان;آذربایجان;EEAC
2017;LBY;163;43,19;44,24;43,19;39,02;164;42,11;1;Libye;Libya;Libia;ليبيا;لیبی;MENA
2017;BHR;164;41,12;42,06;41,12;37,33;162;45,14;-2;Bahreïn;Bahrain;Baréin;البحرين;بحرین;MENA
2017;IRN;165;34,88;36,31;34,89;29,24;169;33,48;4;Iran;Islamic Republic of Iran;Irán;إيران;ایران;MENA
2017;YEM;166;34,2;34,64;35,03;36,58;170;32,93;4;Yémen;Yemen;Yemen;اليمن;یمن;MENA
2017;SOM;167;34,05;34,89;36,78;44,32;167;34,65;0;Somalie;Somalia;Somalia;الصومال;سومالی;Afrique
2017;SAU;168;33,98;35,03;35,7;38,41;165;40,28;-3;Arabie saoudite;Saudi Arabia;Arabia Saudita;المملكة العربية السعودية;عربستان سعودی;MENA
2017;UZB;169;33,89;34,96;35;35,15;166;38,85;-3;Ouzbékistan;Uzbekistan;Uzbekistán;أوزبكستان;اوزبکستان;EEAC
2017;LAO;170;33,59;33,59;35,53;43,3;173;28,42;3;Laos;Lao People's Democratic Republic;Laos;لاوس;لائوس;Asie-Pacifique
2017;GNQ;171;33,53;33,53;46,82;100;168;33,53;-3;Guinée équatoriale;Equatorial Guinea;Guinea Ecuatorial;غينيا الاستوائية;گینه اکوادور;Afrique
2017;DJI;172;29,46;29,46;37,13;67,81;172;29,1;0;Djibouti;Djibouti;Yibuti;جيبوتي;جیبوتی;Afrique
2017;CUB;173;28,25;28,25;32,21;48,07;171;29,77;-2;Cuba;Cuba;Cuba;كوبا;کوبا;Amériques
2017;SDN;174;26,44;26,44;35,61;72,27;174;27,47;0;Soudan;Sudan;Sudán;السودان;سودان;Afrique
2017;VNM;175;26,04;26,04;27,2;31,85;175;25,73;0;Viêt Nam;Vietnam;Vietnam;فيتنام;ویتنام;Asie-Pacifique
2017;CHN;176;22,34;25,23;22,34;10,76;176;19,04;0;Chine;China;China;الصين;چین;Asie-Pacifique
2017;SYR;177;18,51;19,91;19,37;17,24;177;18,65;0;Syrie;Syrian Arab Republic;Siria;سوريا;سوریه;MENA
2017;TKM;178;15,81;15,81;25,6;64,74;178;16,56;0;Turkménistan;Turkmenistan;Turkmenistán;تركمانستان;ترکمنستان;EEAC
2017;ERI;179;15,76;15,76;18,27;28,29;180;16,08;1;Érythrée;Eritrea;Eritrea;إريتريا;اریتره;Afrique
2017;PRK;180;15,02;15,02;21,63;48,07;179;16,24;-1;Corée du Nord;Democratic People's Republic of Korea;Corea del Norte;كوريا الشمالية;کره شمالی;Asie-Pacifique
